,time,Temperature[k],Resistance[Ohm]
0,,300.0,16
0,,300.0,24
0,,300.1666564941406,21
0,,300.1666564941406,4
0,,300.33331298828125,2
0,,300.33331298828125,17
0,,300.4999694824219,6
0,,300.4999694824219,4
0,,300.6666259765625,12
0,,300.6666259765625,18
0,,300.8332824707031,4
0,,300.8332824707031,7
0,,300.99993896484375,6
0,,300.99993896484375,5
0,,301.1665954589844,13
0,,301.1665954589844,19
0,,301.333251953125,19
0,,301.333251953125,9
0,,301.4999084472656,8
0,,301.4999084472656,4
0,,301.66656494140625,21
0,,301.66656494140625,19
0,,301.8332214355469,24
0,,301.8332214355469,13
0,,301.9998779296875,15
0,,301.9998779296875,8
0,,302.1665344238281,17
0,,302.33319091796875,5
0,,302.33319091796875,16
0,,302.4998474121094,18
0,,302.4998474121094,16
0,,302.66650390625,24
0,,302.66650390625,21
0,,302.8331604003906,2
0,,302.8331604003906,6
0,,302.99981689453125,9
0,,302.99981689453125,19
0,,303.1664733886719,14
0,,303.1664733886719,1
0,,303.3331298828125,4
0,,303.3331298828125,7
0,,303.4997863769531,19
0,,303.4997863769531,19
0,,303.66644287109375,19
0,,303.66644287109375,2
0,,303.8330993652344,18
0,,303.8330993652344,18
0,,303.999755859375,3
0,,303.999755859375,19
0,,304.1664123535156,1
0,,304.1664123535156,0
0,,304.33306884765625,0
0,,304.33306884765625,19
0,,304.4997253417969,16
0,,304.4997253417969,22
0,,304.6663818359375,1
0,,304.6663818359375,13
0,,304.8330383300781,1
0,,304.8330383300781,10
0,,304.99969482421875,3
