,time,Temperature[k],Resistance[Ohm]
0,,185.0,0
0,,185.1666717529297,6
0,,185.1666717529297,24
0,,185.33334350585938,10
0,,185.33334350585938,20
0,,185.50001525878906,16
0,,185.50001525878906,12
0,,185.66668701171875,2
0,,185.83335876464844,13
0,,185.83335876464844,2
0,,186.00003051757812,10
0,,186.00003051757812,0
0,,186.1667022705078,19
0,,186.1667022705078,10
0,,186.3333740234375,0
0,,186.3333740234375,6
0,,186.5000457763672,12
0,,186.5000457763672,16
0,,186.66671752929688,16
0,,186.66671752929688,23
0,,186.83338928222656,16
0,,186.83338928222656,10
0,,187.00006103515625,7
0,,187.00006103515625,15
0,,187.16673278808594,1
0,,187.16673278808594,0
0,,187.33340454101562,24
0,,187.33340454101562,18
0,,187.5000762939453,22
0,,187.5000762939453,23
0,,187.666748046875,6
0,,187.666748046875,0
0,,187.8334197998047,16
0,,187.8334197998047,5
0,,188.00009155273438,17
0,,188.00009155273438,23
0,,188.16676330566406,3
0,,188.16676330566406,1
0,,188.33343505859375,22
0,,188.33343505859375,12
0,,188.50010681152344,25
0,,188.50010681152344,3
0,,188.66677856445312,10
0,,188.66677856445312,18
0,,188.8334503173828,17
0,,188.8334503173828,0
0,,189.0001220703125,11
0,,189.0001220703125,22
0,,189.1667938232422,10
0,,189.33346557617188,20
0,,189.33346557617188,4
0,,189.50013732910156,20
0,,189.50013732910156,14
0,,189.66680908203125,4
0,,189.66680908203125,21
0,,189.83348083496094,18
0,,189.83348083496094,21
0,,190.0,9
