,time,Temperature[k],Resistance[Ohm]
0,,300.0,6
0,,300.1666564941406,15
0,,300.1666564941406,7
0,,300.33331298828125,0
0,,300.33331298828125,16
0,,300.4999694824219,5
0,,300.4999694824219,19
0,,300.6666259765625,4
0,,300.6666259765625,24
0,,300.8332824707031,14
0,,300.8332824707031,4
0,,300.99993896484375,8
0,,300.99993896484375,22
0,,301.1665954589844,20
0,,301.1665954589844,17
0,,301.333251953125,16
0,,301.333251953125,20
0,,301.4999084472656,9
0,,301.4999084472656,2
0,,301.66656494140625,24
0,,301.66656494140625,4
0,,301.8332214355469,3
0,,301.9998779296875,24
0,,301.9998779296875,0
0,,302.1665344238281,0
0,,302.1665344238281,11
0,,302.33319091796875,3
0,,302.33319091796875,14
0,,302.4998474121094,13
0,,302.4998474121094,6
0,,302.66650390625,24
0,,302.66650390625,24
0,,302.8331604003906,4
0,,302.8331604003906,8
0,,302.99981689453125,16
0,,302.99981689453125,21
0,,303.1664733886719,1
0,,303.1664733886719,4
0,,303.3331298828125,8
0,,303.3331298828125,1
0,,303.4997863769531,6
0,,303.4997863769531,10
0,,303.66644287109375,2
0,,303.66644287109375,17
0,,303.8330993652344,20
0,,303.8330993652344,13
0,,303.999755859375,9
0,,303.999755859375,12
0,,304.1664123535156,24
0,,304.1664123535156,2
0,,304.33306884765625,7
0,,304.33306884765625,14
0,,304.4997253417969,21
0,,304.6663818359375,10
0,,304.6663818359375,14
0,,304.8330383300781,18
