,time,Temperature[k],Resistance[Ohm]
0,,300.0,24
0,,299.9750061035156,3
0,,299.9750061035156,13
0,,299.95001220703125,15
0,,299.95001220703125,20
0,,299.9250183105469,15
0,,299.9250183105469,19
0,,299.9000244140625,20
0,,299.9000244140625,7
0,,299.8750305175781,0
0,,299.8750305175781,11
0,,299.85003662109375,19
0,,299.85003662109375,15
0,,299.8250427246094,17
0,,299.8250427246094,2
0,,299.800048828125,24
0,,299.800048828125,13
0,,299.7750549316406,17
0,,299.7750549316406,11
0,,299.75006103515625,2
0,,299.75006103515625,4
0,,299.7250671386719,18
0,,299.7250671386719,3
0,,299.7000732421875,11
0,,299.7000732421875,11
0,,299.6750793457031,16
0,,299.65008544921875,1
0,,299.65008544921875,6
0,,299.6250915527344,5
0,,299.6250915527344,21
0,,299.60009765625,7
0,,299.60009765625,25
0,,299.5751037597656,10
0,,299.5751037597656,15
0,,299.55010986328125,6
0,,299.55010986328125,7
0,,299.5251159667969,14
0,,299.5251159667969,0
0,,299.5001220703125,0
0,,299.5001220703125,5
0,,299.4751281738281,19
0,,299.4751281738281,23
0,,299.45013427734375,19
0,,299.45013427734375,0
0,,299.4251403808594,11
0,,299.4251403808594,19
0,,299.400146484375,11
0,,299.400146484375,11
0,,299.3751525878906,13
0,,299.3751525878906,17
0,,299.35015869140625,22
0,,299.35015869140625,8
0,,299.3251647949219,0
0,,299.3251647949219,19
0,,299.3001708984375,23
0,,299.3001708984375,13
0,,299.2751770019531,25
0,,299.2751770019531,5
0,,299.25018310546875,11
0,,299.25018310546875,23
0,,299.2251892089844,24
0,,299.2001953125,8
0,,299.2001953125,20
0,,299.1752014160156,8
0,,299.1752014160156,11
0,,299.15020751953125,14
0,,299.15020751953125,22
0,,299.1252136230469,3
0,,299.1252136230469,16
0,,299.1002197265625,22
0,,299.1002197265625,0
0,,299.0752258300781,17
0,,299.0752258300781,21
0,,299.05023193359375,24
0,,299.05023193359375,21
0,,299.0252380371094,1
0,,299.0252380371094,4
0,,299.000244140625,16
0,,299.000244140625,18
0,,298.9752502441406,12
0,,298.9752502441406,19
0,,298.95025634765625,23
0,,298.95025634765625,13
0,,298.9252624511719,25
0,,298.9252624511719,25
0,,298.9002685546875,9
0,,298.9002685546875,5
0,,298.8752746582031,20
0,,298.8752746582031,18
0,,298.85028076171875,8
0,,298.85028076171875,9
0,,298.8252868652344,3
0,,298.8252868652344,17
0,,298.80029296875,14
0,,298.80029296875,20
0,,298.7752990722656,24
0,,298.7752990722656,19
0,,298.75030517578125,14
0,,298.75030517578125,21
0,,298.7253112792969,9
0,,298.7253112792969,11
0,,298.7003173828125,5
0,,298.7003173828125,18
0,,298.6753234863281,13
0,,298.65032958984375,13
0,,298.65032958984375,6
0,,298.6253356933594,12
0,,298.6253356933594,17
0,,298.600341796875,13
0,,298.600341796875,3
0,,298.5753479003906,6
0,,298.5753479003906,21
0,,298.55035400390625,7
0,,298.55035400390625,16
0,,298.5253601074219,19
0,,298.5253601074219,14
0,,298.5003662109375,1
0,,298.5003662109375,2
0,,298.4753723144531,17
0,,298.4753723144531,11
0,,298.45037841796875,9
0,,298.45037841796875,2
0,,298.4253845214844,5
0,,298.4253845214844,4
0,,298.400390625,15
0,,298.400390625,12
0,,298.3753967285156,2
0,,298.3753967285156,11
0,,298.35040283203125,23
0,,298.35040283203125,21
0,,298.3254089355469,6
0,,298.3254089355469,12
0,,298.3004150390625,3
0,,298.3004150390625,23
0,,298.2754211425781,3
0,,298.2754211425781,9
0,,298.25042724609375,17
0,,298.25042724609375,7
