,time,Temperature[k],Resistance[Ohm]
0,,200.0,16
0,,199.97500610351562,23
0,,199.97500610351562,12
0,,199.95001220703125,3
0,,199.95001220703125,8
0,,199.92501831054688,14
0,,199.92501831054688,13
0,,199.9000244140625,19
0,,199.9000244140625,24
0,,199.87503051757812,17
0,,199.87503051757812,21
0,,199.85003662109375,16
0,,199.85003662109375,1
0,,199.82504272460938,13
0,,199.82504272460938,23
0,,199.800048828125,11
0,,199.800048828125,25
0,,199.77505493164062,0
0,,199.77505493164062,4
0,,199.75006103515625,6
0,,199.75006103515625,10
0,,199.72506713867188,14
0,,199.72506713867188,3
0,,199.7000732421875,25
0,,199.7000732421875,25
0,,199.67507934570312,10
0,,199.67507934570312,7
0,,199.65008544921875,13
0,,199.65008544921875,9
0,,199.62509155273438,3
