,time,Temperature[k],Resistance[Ohm]
0,,197.1170654296875,8
0,,196.9503936767578,22
0,,196.9503936767578,7
0,,196.78372192382812,5
0,,196.78372192382812,23
0,,196.61705017089844,3
0,,196.61705017089844,22
0,,196.45037841796875,15
0,,196.45037841796875,8
0,,196.28370666503906,16
0,,196.28370666503906,2
0,,196.11703491210938,17
0,,196.11703491210938,9
0,,195.9503631591797,0
0,,195.9503631591797,12
0,,195.78369140625,9
0,,195.78369140625,14
0,,195.6170196533203,1
0,,195.6170196533203,25
0,,195.45034790039062,3
0,,195.45034790039062,8
0,,195.28367614746094,20
0,,195.28367614746094,14
0,,195.11700439453125,13
0,,195.11700439453125,19
0,,194.95033264160156,12
0,,194.95033264160156,21
0,,194.78366088867188,9
0,,194.78366088867188,4
0,,194.6169891357422,20
0,,194.6169891357422,7
