,time,Temperature[k],Resistance[Ohm]
0,,260.3321228027344,0
0,,260.498779296875,4
0,,260.498779296875,15
0,,260.6654357910156,0
0,,260.6654357910156,18
0,,260.83209228515625,14
0,,260.83209228515625,0
0,,260.9987487792969,11
0,,261.1654052734375,16
0,,261.1654052734375,9
0,,261.3320617675781,23
0,,261.3320617675781,22
0,,261.49871826171875,23
0,,261.49871826171875,19
0,,261.6653747558594,13
0,,261.6653747558594,15
0,,261.83203125,23
0,,261.83203125,7
0,,261.9986877441406,9
0,,261.9986877441406,8
0,,262.16534423828125,19
0,,262.16534423828125,11
0,,262.3320007324219,2
0,,262.3320007324219,8
0,,262.4986572265625,20
0,,262.4986572265625,3
0,,262.6653137207031,21
0,,262.6653137207031,7
0,,262.83197021484375,1
0,,262.83197021484375,22
0,,262.9986267089844,2
0,,262.9986267089844,6
0,,263.165283203125,9
0,,263.165283203125,19
0,,263.3319396972656,15
0,,263.3319396972656,10
0,,263.49859619140625,20
0,,263.49859619140625,9
0,,263.6652526855469,16
0,,263.6652526855469,7
0,,263.8319091796875,23
0,,263.8319091796875,6
0,,263.9985656738281,17
0,,263.9985656738281,12
0,,264.16522216796875,11
0,,264.16522216796875,23
0,,264.3318786621094,13
0,,264.49853515625,18
0,,264.49853515625,2
0,,264.6651916503906,15
0,,264.6651916503906,20
0,,264.83184814453125,12
0,,264.83184814453125,24
0,,264.9985046386719,0
0,,264.9985046386719,12
0,,265.1651611328125,1
0,,265.1651611328125,22
0,,265.3318176269531,22
0,,265.3318176269531,25
0,,265.49847412109375,12
0,,265.49847412109375,10
0,,265.6651306152344,12
0,,265.6651306152344,20
0,,265.831787109375,6
0,,265.831787109375,15
0,,265.9984436035156,15
0,,265.9984436035156,4
0,,266.16510009765625,22
0,,266.3317565917969,14
0,,266.3317565917969,19
0,,266.4984130859375,21
0,,266.4984130859375,24
0,,266.6650695800781,10
0,,266.6650695800781,20
0,,266.83172607421875,22
0,,266.83172607421875,12
0,,266.9983825683594,20
0,,266.9983825683594,15
0,,267.1650390625,12
0,,267.1650390625,3
0,,267.3316955566406,25
0,,267.3316955566406,19
0,,267.49835205078125,25
0,,267.49835205078125,12
0,,267.6650085449219,15
0,,267.6650085449219,6
0,,267.8316650390625,25
0,,267.8316650390625,1
0,,267.9983215332031,22
0,,267.9983215332031,14
0,,268.16497802734375,7
0,,268.16497802734375,14
0,,268.3316345214844,2
0,,268.3316345214844,7
0,,268.498291015625,20
0,,268.498291015625,22
0,,268.6649475097656,18
0,,268.6649475097656,23
0,,268.83160400390625,2
0,,268.83160400390625,7
0,,268.9982604980469,17
0,,268.9982604980469,7
0,,269.1649169921875,14
0,,269.1649169921875,9
0,,269.3315734863281,7
0,,269.49822998046875,13
0,,269.49822998046875,3
0,,269.6648864746094,22
0,,269.6648864746094,16
0,,269.83154296875,9
0,,269.83154296875,5
0,,269.9981994628906,8
